ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
1,3.901,12.538,1,2.604,0.59178,2.598,0.9848,-4.249,0.84246,1,0.93773,37.775,3.542,0,0,2,0,0,11,0.0676025,0,0,0,0.99685,0,3,3,0,0,0,1,64.7052,0,0,0,0.99269,-0.089,2,0,5,1.549,0.137,0.12,-4.392,12080.8,49.58,4.569982198,1
1,7.969,11.957,1,1.065,0.98659,1.066,0.93048,-3.355,0.84246,1,0.93773,0,6.908,2.691,1,2,0,0,10,0.0404228,0,0,0,0.98906,1,3,2,1,0,0,2,103.768,0,0,0,0.87038,-0.241,4,0,5,2.998,0.228,0.238,0,9148,60.06,3.065392962,1
1,0,12.058,1,1.784,0.98659,1.784,0.9848,-3.492,0.84246,1,0.93773,0,3.601,2.865,1,4,10.547,0,11,0.165829,0,0,0,0.98708,1,4,3,1,0,0,0,87.378,0,0,0,0.99269,-0.142,2,0,5,4.346,0.218,0.186,0,10912.4,60.7,4.225735612,1
1,3.677,11.798,1,0.87,0.98659,0.87,0.93048,-3.161,0.84246,1,0.93773,0,5.321,2.605,1,3,0,0,10,0.0372253,0,0,0,0.95384,1,4,2,1,0,0,1,106.281,0,0,0,0.87038,-0.259,3,0,5,2.852,0.288,0.262,0,8546.26,68.27,3.676419232,1
1,0,12.091,1,2.393,0.98659,2.393,0.23327,-4.433,0.84246,1,0.93773,0,5.606,2.967,1,2,0,0,11,0.159195,0,0,0,0.96582,1,2,1,1,0,0,0,75.3166,0,0,0,0.99269,-0.097,3,0,3,3.106,0.156,0.166,0,10363.6,42.24,3.388456453,1
1,0,12.304,1,2.523,0.98659,2.523,0.9848,-4.434,0.84246,1,0.93773,0,3.591,2.856,1,3,5.348,0,11,0.0605705,0,0,0,0.99933,1,3,3,1,0,0,0,76.4725,0,0,0,0.99269,-0.2,2,0,5,4.101,0.161,0.141,0,13519,54.71,4.828144107,2
1,0,12.493,1,3.088,0.98659,3.088,0.93048,-4.603,0.84246,1,0.93773,0,3.67,3.037,1,2,0,0,11,0.0571093,0,0,0,0.98404,1,2,2,1,0,0,0,70.4418,0,0,0,0.99269,-0.113,2,0,4,3.99,0.142,0.133,0,12195.9,45.48,4.768208774,2
2,0,26.093,4,4.335,0.98659,3.973,0.88651,-7.895,0.24139,6,0.93773,0,7.443,3.343,1,3,5.11,0,11,0.320526,0,0,0,0.84374,1,3,4,1,0,2,0,134.262,0,0,0,0.84757,2.443,4,1,4,2.634,0.185,0.203,-0.124,17469.8,83.64,3.554186199,1
1,0,12.541,1,3.987,0.98659,3.987,0.23327,-5.941,0.84246,1,0.93773,0,8.106,3.148,1,2,0,0,11,0.172634,0,0,0,0.96582,1,2,1,1,0,0,0,75.3166,0,0,0,0.99269,-0.033,4,0,3,4.878,0.127,0.147,-0.091,12275.8,42.24,4.210184705,1
2,0,22.319,2,1.321,0.79222,2.77,0.9848,-4.508,0.84246,2,0.93773,0,0,2.85,2,3,0,0,12,0.0536867,0,0,1,0.96362,1,2,3,1,0,0,0,120.919,0,0,0,0.6885,-1.049,0,0,4,2.715,0.227,0.24,0,12158.9,66.4,3.775319122,1
2,4.655,24.768,2,4.871,0.98659,4.858,0.9848,-7.35,0.84246,0,0.03452,0,2.061,2.602,1,2,0,2.123,22,0.186695,1,0,0,0.73104,1,3,3,1,0,0,1,155.079,-3.58,0,0,0.96969,0,1,2,4,3.855,0.27,0.265,0,17732.6,95.68,4.064869625,1
1,8.71,12.057,1,4.27,0.59178,4.042,0.88651,-5.598,0.08169,1,0.25672,0,0,0,0,1,0,0,17,0.0536867,0,0,0,0.72403,0,3,4,0,0,0,2,143.313,0,1,0,0.84757,0.088,0,2,3,3.354,0.315,0.279,0,14683.1,96.38,5.186365768,2
1,8.726,12.081,1,1.967,0.59178,1.74,0.72615,-3.41,0.24139,1,0.93773,0,0,0,0,2,5.245,0,11,0.0536867,0,0,0,0.59502,0,4,5,0,0,0,2,144.469,0,1,0,0.96969,0.118,0,2,5,2.655,0.339,0.276,0,13490.7,108.86,3.72011794,1
3,8.577,33.529,2,3.545,0.98659,3.317,0.52457,-5.845,0.02659,1,0.25672,0,0,2.631,1,3,0,0,17,0.0676025,0,0,0,0.20879,1,3,6,1,0,0,2,231.381,0,1,0,0.6885,-0.282,0,2,7,2.655,0.431,0.411,0,16143.3,154.24,4.311011749,1
2,7.358,22.932,2,0.833,0.79222,2.29,0.52457,-5.098,0.63972,2,0.93773,13.59,0,2.557,2,3,0,0,12,0.0640688,0,0,1,0.50598,1,4,6,1,0,0,2,177.927,0,1,0,0.53315,-1.943,0,1,6,-0.243,0.329,0.319,0,14784.3,117.48,3.372359583,1
3,7.356,35.649,3,-0.848,0.79222,0.622,0.10671,-3.263,0.63972,3,0.93773,0,3.942,2.422,2,7,14.955,0,12,0.0711702,0,0,1,0.32693,1,8,9,1,0,0,2,194.301,0,0,0,0.53315,-3.018,3,0,10,-0.43,0.367,0.349,0,13545.3,136.94,3.588831726,1
4,7.228,45.101,4,-1.833,0.14694,-0.473,0.19128,-2.875,0.63972,2,0.93773,0,0,4.725,4,5,0,0,12,0.0605705,1,0,1,0.12591,3,6,8,2,0,0,2,283.289,-3.808,0,4.961,0.84757,-2.202,0,1,10,-0.59,0.554,0.557,0,13289.7,172.74,3.330413773,1
2,15.065,22.876,2,-1.614,0.79222,-0.143,0.52457,-2.469,0.84246,2,0.93773,0,3.129,2.427,2,3,0,0,11,0.0469652,0,0,1,0.58311,1,5,6,1,0,0,4,177.821,0,0,0,0.99269,-2.034,2,0,8,0.12,0.403,0.399,0,9814.68,110,3.132739838,1
1,0,11.843,1,3.821,0.59178,3.821,0.93048,-3.67,0.84246,1,0.93773,12.863,1.957,0,0,2,5.183,0,12,0.16249,0,0,0,0.81105,0,2,2,0,0,0,0,44.6464,0,0,0,0.87038,-0.399,1,0,3,2.949,0.117,0.102,0,10601.7,29.54,4.319907254,1
2,0,24.084,2,0.985,0.59178,0.985,0.88651,-1.269,0.84246,2,0.82734,0,1.935,0,0,4,10.368,0,6,0.165829,0,0,0,0.99179,0,4,4,0,0,0,0,72.6414,0,0,0,0.87038,-0.577,1,0,6,2.192,0.21,0.157,0,10312.5,59.08,2.470557485,1
2,3.966,23.507,2,0.774,0.98659,2.209,0.72615,-4.047,0.84246,2,0.82734,0,3.61,0,1,3,0,0,6,0.0676025,0,0,1,0.92031,0,3,5,0,0,0,1,110.307,0,0,0,0.84757,-0.901,2,0,6,1.739,0.18,0.189,-0.563,14837,73.73,4.081131187,1
2,11.599,24.006,2,-0.072,0.98659,1.299,0.33223,-3.683,0.84246,2,0.93773,0,0,0,1,3,0,0,12,0.0711702,0,0,1,0.69215,0,5,7,0,0,0,3,138.759,0,0,0,0.99269,-1.739,0,0,8,1.064,0.261,0.242,0,15538.1,99.52,3.723414621,1
1,7.969,11.657,1,2.62,0.98659,2.62,0.88651,-4.189,0.24139,1,0.93773,12.94,0,2.613,1,1,0,0,12,0.0469652,0,0,0,0.87248,1,3,4,1,0,0,2,115.586,0,1,0,0.96969,-0.236,0,1,4,0.42,0.285,0.244,0,12445.6,80.18,3.662852233,1
2,7.98,23.914,2,2.494,0.59178,2.494,0.72615,-3.659,0.08169,0,0.93773,12.732,0,0,0,2,0,0,12,0.0469652,1,0,0,0.75164,0,4,5,0,0,0,2,139.96,-3.391,1,0,0.84757,0,0,2,4,0.214,0.33,0.292,0,12486,93.6,3.843201622,1
3,4.011,36.142,3,2.315,0.59178,2.314,0.72615,-2.889,0.63972,1,0.93773,12.85,0,0,0,4,4.986,0,12,0.172634,1,0,0,0.83246,0,5,5,0,0,0,1,125.172,-3.635,0,0,0.96969,-0.664,0,1,6,0.08,0.291,0.257,0,12713.4,84.94,3.348402228,1
1,4.222,11.898,1,3.46,0.59178,3.46,0.9848,-3.365,0.84246,1,0.93773,0,2.104,0,0,2,5.189,0,12,0.16249,0,0,0,0.96711,0,3,3,0,0,0,1,58.872,0,0,0,0.99269,-0.362,1,0,4,3.486,0.164,0.131,0,10743,42.43,3.331123488,1
1,0,12.51,1,5.088,0.98659,4.861,0.23327,-7.968,0.84246,1,0.25672,0,8.014,2.983,1,2,0,2.255,15,0.179593,0,0,0,0.94118,1,2,1,1,0,0,0,118.131,0,0,0,0.96969,-0.118,4,1,3,3.836,0.186,0.21,-0.122,15767.1,70.47,3.754692271,1
3,0,33.18,3,-0.9,0.79222,0.521,0.52457,-2.345,0.63972,3,0.82734,0,0,2.605,2,5,4.853,0,6,0.16249,0,0,1,0.50072,1,4,6,1,0,0,0,182.345,0,1,0,0.84757,-1.665,0,1,6,1.748,0.442,0.402,0,11132.6,118,2.098643726,1
3,0,33.735,3,1.405,0.37866,1.068,0.88651,-3.356,0.63972,1,0.93773,0,0,5.183,3,3,0,0,11,0.0469652,1,0,0,0.3192,3,3,4,2,0,0,0,235.312,-3.7,0,4.976,0.96969,-0.259,0,2,6,1.147,0.509,0.494,0,12936.7,137.91,2.632963168,1
3,0,33.602,3,1,0.37866,0.891,0.88651,-2.54,0.63972,1,0.82734,0,0,5.326,3,3,0,0,6,0.0436704,1,0,0,0.58655,3,3,4,2,0,0,0,192.497,-3.675,0,4.976,0.96969,-0.031,0,1,6,0.646,0.439,0.425,0,10622.4,109.67,3.441930675,1
1,0,11.95,3,4.134,0.98659,4.074,0.93048,-5.66,0.84246,3,0.93773,12.987,2.023,2.513,1,1,0,0,12,0.0571093,0,4.034,0,0.96026,1,2,2,1,1,2,0,67.7683,0,0,0,0.99269,1.061,1,0,3,2.711,0.141,0.133,0,12631.5,41.46,5.156352251,2
1,13.017,12.103,1,3.958,0.98659,3.953,0.88651,-6.784,0.63972,1,0.03452,0,1.668,2.845,1,1,0,2.284,22,0.190295,0,0,0,0.83097,1,3,4,1,0,0,3,129.812,0,1,0,0.84757,-0.109,1,1,5,2.656,0.228,0.214,0,16919.4,85.11,4.608119361,1
3,4.302,38.125,3,3.163,0.79222,3.611,0.88651,-6.027,0.63972,1,0.03452,0,3.399,4.463,2,3,0,2.165,20,0.261505,1,0,0,0.39318,2,4,4,2,0,0,1,200.203,-3.955,0,0,0.96969,-0.596,2,2,7,1.991,0.33,0.331,0,18889.1,129.19,2.907948522,1
1,12.925,12.235,1,4.783,0.59178,4.778,0.88651,-7.178,0.24139,1,0.03452,12.967,1.634,0,0,1,0,2.239,22,0.190295,0,0,0,0.92466,0,3,4,0,0,0,3,114.724,0,1,0,0.84757,-0.114,1,1,4,1.862,0.197,0.194,0,16550.4,73.08,4.836621563,2
3,4.038,36.952,3,5.083,0.79222,4.868,0.72615,-7.258,0.84246,1,0.25672,0,1.83,4.341,2,4,5.69,0,18,0.0857571,1,0,0,0.62733,2,5,5,2,0,0,1,160.222,-4.032,0,0,0.6885,-0.965,1,1,7,2.765,0.247,0.24,0,20089.2,105.77,5.429924995,2
3,3.974,35.976,3,3.136,0.79222,2.914,0.88651,-4.529,0.84246,1,0.93773,0,3.823,4.373,2,3,0,0,12,0.0571093,1,0,0,0.72242,2,4,4,2,0,0,1,154.191,-3.902,0,0,0.96969,-0.846,2,1,6,2.259,0.301,0.293,0,13391.7,96.54,2.049218023,1
1,4.144,12.083,1,4.547,0.79222,4.42,0.9848,-6.041,0.84246,1,0.25672,0,2.056,5.517,2,2,5.734,0,18,0.0711702,0,0,0,0.97784,2,3,3,2,0,0,1,93.9215,0,0,0,0.6885,-0.33,1,0,5,4.189,0.175,0.157,0,15199.8,63.25,1.73239376,1
1,12.649,12.442,1,6.291,0.59178,6.064,0.72615,-8.284,0.08169,1,0.03452,0,0,0,0,2,0,0,22,0.0784028,0,0,0,0.45694,0,5,5,0,0,0,3,174.278,0,1,0,0.6885,-0.2,0,2,5,4.685,0.303,0.277,0,20245,122.41,1.484299839,1
1,8.526,12.016,1,5.77,0.98659,5.543,0.72615,-6.99,0.24139,1,0.25672,36.377,0,2.594,1,2,3.776,0,17,0.0747707,0,0,0,0.50425,1,4,5,1,0,0,2,164.431,0,1,0,0.53315,-0.325,0,2,5,2.259,0.309,0.277,-4.751,16167.1,117.65,4.951216055,2
0,16.583,0,0,4.167,0.59178,3.94,0.72615,-5.983,0.24139,0,0.03452,0,0,0,0,1,0,1.538,21,0.172634,0,0,0,0.4983,0,5,5,0,0,0,4,161.664,0,1,0,0.96969,0,0,2,5,4.019,0.389,0.314,0,14645.5,118.24,4.87115829,2
3,0,35.189,3,3.487,0.37866,3.487,0.88651,-6.382,0.84246,1,0.25672,0,2.852,7.847,3,4,5.727,0,18,0.0857571,1,0,0,0.63631,3,4,4,3,0,0,0,161.084,-3.411,0,0,0.53315,-0.443,2,1,7,3.989,0.248,0.241,0,18360.1,104.91,3.628797486,1
3,0,34.782,3,3.07,0.37866,3.07,0.9848,-5.457,0.84246,1,0.93773,0,4.709,7.726,3,3,0,0,12,0.0640688,1,0,0,0.73104,3,3,3,3,0,0,0,155.053,-3.396,0,0,0.96969,-0.455,3,1,6,3.651,0.266,0.272,0,15624.2,95.68,3.627263417,1
3,0,36.519,3,2.217,0.98659,2.217,0.9848,-4.207,0.84246,1,0.93773,0,4.751,2.755,1,3,0,0,12,0.0571093,1,0,0,0.91252,1,3,3,1,0,0,0,120.003,-3.535,0,0,0.96969,-0.275,3,1,5,1.938,0.226,0.23,0,13699.3,74.86,3.128883702,1
1,7.569,12.365,1,2.957,0.98659,2.957,0.88651,-3.865,0.84246,1,0.93773,38.46,0,2.811,1,1,0,0,12,0.0711702,0,0,0,0.9849,1,3,4,1,0,0,2,77.2794,0,0,0,0.99269,-0.234,0,0,6,-0.241,0.168,0.137,-4.509,12689.5,61.36,3.424064525,1
3,0,37.584,3,3.607,0.98659,3.601,0.72615,-4.65,0.63972,1,0.93773,0,1.75,2.547,1,4,5.186,0,12,0.0747707,1,0,0,0.83987,1,4,5,1,0,0,0,126.034,-3.722,0,0,0.53315,-0.446,1,1,6,1.674,0.218,0.202,0,15956.4,84.09,2.70372116,1
3,0,38.416,3,3.633,0.98659,3.659,0.52457,-4.769,0.63972,1,0.93773,0,1.752,2.598,1,5,10.671,0,12,0.201282,1,0,0,0.75439,1,5,6,1,0,0,0,132.065,-3.799,0,0,0.53315,-0.451,1,1,7,3.266,0.225,0.199,0,17187,93.32,2.519171464,1
1,0,12.548,1,4.904,0.98659,4.904,0.9848,-6.633,0.84246,1,0.25672,0,0,2.914,1,3,11.468,0,18,0.190295,0,0,0,0.99187,1,3,3,1,0,0,0,70.6393,0,0,0,0.84757,-0.182,0,0,4,5.085,0.132,0.118,0,16769.8,47.56,3.867172751,1
1,0,12.285,1,5.046,0.98659,5.046,0.93048,-7.448,0.63972,1,0.93773,13.674,7.908,2.873,1,2,0,0,11,0.0676025,0,0,0,0.95777,1,2,2,1,0,0,0,103.873,0,1,0,0.53315,-0.152,4,1,3,2.605,0.163,0.173,-0.141,15657.4,67.54,4.578851149,1
1,0,12.661,1,3.616,0.98659,3.673,0.93048,-5.94,0.84246,1,0.93773,0,8.145,3.199,1,2,0,0,11,0.0711702,0,0,0,0.98404,1,2,2,1,0,0,0,70.4418,0,0,0,0.84757,-0.011,4,0,4,3.576,0.112,0.117,-0.092,14248.9,45.48,4.495620645,1
1,3.728,12.131,1,2.694,0.98659,2.694,0.93048,-4.455,0.84246,1,0.93773,0,9.65,2.68,1,3,0,0,10,0.0469652,0,0,0,0.95384,1,4,2,1,0,0,1,106.281,0,0,0,0.99269,-0.246,5,0,5,2.953,0.225,0.232,-0.132,10086,68.27,5.42956173,2
2,0,24.931,2,3.378,0.98659,3.378,0.72615,-5.436,0.63972,2,0.93773,0,11.904,2.738,1,6,15.278,0,11,0.0747707,0,0,0,0.81408,1,6,5,1,0,0,0,120.248,0,0,0,0.53315,-1.005,7,0,7,2.724,0.202,0.201,-0.233,14418.4,87,4.824389456,2
2,4.291,25.101,4,1.42,0.79222,0.672,0.72615,-2.911,0.63972,6,0.82734,0,7.338,3.261,2,3,4.935,0,5,0.29162,0,0,0,0.83995,2,4,5,1,0,2,1,126.994,0,0,0,0.99269,2.324,4,0,6,0.659,0.245,0.251,-0.096,12027.7,84.08,2.213517757,1
2,0,26.046,4,2.346,0.98659,2.346,0.52457,-4.307,0.63972,6,0.93773,0,3.176,3.297,1,6,15.994,0,11,0.451961,0,0,0,0.81408,1,6,6,1,0,2,0,120.248,0,0,0,0.96969,2.052,2,0,7,2.83,0.225,0.198,0,16165.2,87,3.34752516,1
1,4.748,12.51,2,4.953,0.98659,5.285,0.9848,-6.775,0.63972,2,0.03452,0,0,2.921,1,1,0,0.893,21,0.257873,0,0,0,0.68785,1,2,3,1,0,1,1,147.372,0,1,0,0.99269,0.556,0,2,4,5.247,0.276,0.253,0,19236.5,99.94,4.593856258,1
1,4.259,12.79,1,4.877,0.98659,4.877,0.9848,-6.957,0.63972,1,0.03452,42.03,0,0,1,2,0,2.629,20,0.432331,0,0,0,0.81017,1,3,3,0,0,0,1,119.458,0,1,0,0.96969,-0.603,0,1,5,0.94,0.222,0.199,-4.59,16481.3,87.43,4.51308436,1
2,0,24.195,3,1.971,0.79222,1.971,0.9848,-4.087,0.24139,3,0.93773,0,5.02,2.823,2,3,4.843,0,11,0.172634,0,0,0,0.93678,2,3,3,1,0,1,0,112.769,0,0,0,0.99269,-0.043,3,0,5,4.311,0.233,0.229,0,12451.4,71.19,3.529622818,1
1,4.444,12.836,1,5.435,0.98659,5.765,0.9848,-7.709,0.63972,1,0.03452,42.092,0,0,1,1,0,3.264,20,0.432331,0,0,0,0.66109,1,2,3,0,0,0,1,145.533,0,1,0,0.96969,-0.537,0,2,4,1.403,0.253,0.237,-4.564,17821.5,102.53,4.033101937,1
2,7.973,24.386,2,1.476,0.59178,2.116,0.9848,-2.773,0.63972,2,0.93773,0,3.222,0,0,2,0,0,11,0.159195,0,0,0,0.99889,0,3,3,0,0,0,2,93.9062,0,0,0,0.63709,-0.711,2,0,5,1.717,0.226,0.227,0,9944.48,55.2,2.964966375,1
2,0,23.207,2,0.684,0.79222,2.158,0.88651,-4.276,0.84246,2,0.93773,0,0,2.637,2,3,0,0,12,0.0536867,0,0,1,0.78452,1,2,4,1,0,0,0,161.355,0,0,0,0.96969,-1.634,0,0,5,1.449,0.314,0.338,0,11062,90.19,2.54344718,1
1,3.801,12.575,1,4.14,0.79222,4.037,0.88651,-5.914,0.63972,1,0.25672,14.185,3.126,5.301,2,3,5.072,0,17,0.0711702,0,0,0,0.90157,2,4,4,2,0,0,1,110.66,0,0,0,0.84757,-0.534,2,0,6,1.261,0.212,0.192,0,15246,76.39,2.795880017,1
0,14.524,0,0,4.18,0.98659,4.17,0.9848,-5.365,0.84246,0,0.03452,0,0,3.497,1,0,0,1.752,22,0.407144,0,0,0,0.96914,1,2,3,1,0,0,3,74.4156,0,0,0,0.63709,0,0,0,4,3.636,0.151,0.149,0,13613,42.74,4.403592324,1
1,10.546,12.226,1,3.306,0.98659,3.306,0.9848,-5.701,0.84246,1,0.25672,40.005,2.661,2.327,1,2,0,0,16,0.0676025,0,0,0,0.92552,1,4,3,1,0,0,3,117.994,0,0,0,0.96969,-0.752,2,0,6,-1.293,0.214,0.221,-4.733,12402.4,72.95,3.694517454,1
2,6.691,22.643,2,2.506,0.98659,2.404,0.9848,-4.579,0.84246,0,0.93773,39.201,1.818,1.97,1,2,0,0,11,0.0536867,1,0,0,0.92931,1,3,3,1,0,0,2,126.49,-3.803,0,0,0.96969,0,2,1,5,-1.967,0.239,0.261,-4.757,11275.8,72.37,3.306532248,1
3,6.88,38.362,3,3.334,0.98659,3.231,0.72615,-6.291,0.63972,1,0.25672,40.791,4.634,2.029,1,5,4.608,0,16,0.0894773,1,0,0,0.56435,1,6,5,1,0,0,2,176.099,-4.63,0,0,0.53315,-0.98,4,1,8,-3.663,0.253,0.274,-4.904,16500.8,111.8,3.716462451,1
1,10.474,12.233,1,5.723,0.98659,5.725,0.72615,-6.876,0.63972,1,0.03452,0,1.86,3.682,1,2,5.257,1.744,22,0.447373,0,0,0,0.99096,1,3,5,1,0,0,2,88.185,0,0,0,0.84757,-0.072,1,0,6,4.992,0.133,0.125,0,19118.2,59.39,2.283301229,1
1,4.474,13.107,1,1.447,0.98659,1.826,0.72615,-2.921,0.84246,1,0.93773,0,0,3.491,1,2,5.402,0,12,0.302219,0,0,0,0.99502,1,3,5,1,0,0,1,69.0845,0,0,0,0.84757,0.066,0,0,6,2.463,0.159,0.117,0,14035.1,57.7,2.153814864,1
1,15.305,12.773,1,5.048,0.98659,5.048,0.9848,-7.06,0.84246,1,0.25672,40.594,8.16,2.418,1,1,0,0,16,0.0820652,0,0,0,0.97148,1,3,3,1,0,0,4,115.48,0,0,0,0.84757,-0.739,5,0,6,-1.076,0.149,0.188,-5.102,14544,64.74,4.343999069,1
2,12.381,23.286,2,2.18,0.98659,2.179,0.72615,-4.851,0.24139,2,0.25672,0,3.063,2.757,1,3,0,0,16,0.0676025,0,0,0,0.52799,1,5,5,1,0,0,3,173.389,0,1,0,0.6885,-0.223,2,1,7,2.455,0.317,0.303,0,14862.2,115.32,3.165095875,1
0,8.661,0,0,2.617,0.59178,2.618,0.93048,-3.05,0.84246,0,0.25672,0,2.078,0,0,0,0,0.734,16,0.15275,0,0,0,0.82234,0,2,2,0,0,0,2,48.3001,0,0,0,0.63709,0,1,0,3,3.333,0.137,0.124,0,9437.78,30.19,4.467445307,1
1,3.831,12.658,1,2.275,0.59178,2.275,0.88651,-3.717,0.84246,1,0.93773,0,7.016,0,0,4,10.734,0,11,0.29162,0,0,0,0.97121,0,5,4,0,0,0,1,81.6415,0,0,0,0.99269,-0.116,4,0,6,4.607,0.191,0.156,0,12144.5,64.8,3.49762065,1
1,0,13.283,1,5.064,0.59178,4.974,0.9848,-6.728,0.84246,1,0.25672,0,5.302,0,0,3,10.851,1.964,16,0.373397,0,0,0,0.96053,0,3,3,0,0,0,0,93.4918,0,0,0,0.99269,-0.02,3,1,4,4.823,0.17,0.156,0,17312.3,67.01,4.021891874,1
1,4.374,13.202,1,4.288,0.59178,4.197,0.88651,-5.963,0.84246,1,0.25672,0,5.336,0,0,3,10.866,0,17,0.309452,0,0,0,0.87472,0,4,4,0,0,0,1,107.717,0,0,0,0.96969,0.055,3,1,5,6.355,0.197,0.175,0,16854.2,79.9,4.761363942,2
1,7.801,12.779,1,2.365,0.59178,2.32,0.72615,-3.665,0.84246,1,0.93773,0,7.094,0,0,3,10.757,0,11,0.29162,0,0,0,0.75956,0,5,5,0,0,0,2,121.943,0,0,0,0.99269,-0.009,4,1,6,4.991,0.265,0.228,0,13177,92.79,3.639536291,1
0,3.96,0,0,4.821,0.98659,4.821,0.9848,-5.647,0.84246,0,0.25672,38.288,0,0,1,0,0,2.332,16,0.190295,0,0,0,0.8968,1,1,3,0,0,0,1,42.448,0,0,0,0.96969,0,0,0,4,0.866,0.093,0.073,-4.438,14721.8,35.16,5.124156846,2
0,0,0,0,4.383,0.98659,4.383,0.93048,-4.972,0.84246,0,0.25672,0,1.73,0,1,1,5.355,2.534,16,0.240211,0,0,0,0.78782,1,1,2,0,0,0,0,39.128,0,0,0,0.99269,0,1,0,3,5.05,0.093,0.076,0,12743.5,28.26,3.670709595,1
2,0,24.333,2,2.551,0.37866,2.551,0.93048,-4.437,0.84246,2,0.93773,0,0,8.38,3,2,0,0,12,0.0605705,0,0,0,0.94268,3,2,2,3,0,0,0,115.592,0,0,0,0.84757,-0.536,0,0,5,1.658,0.228,0.216,0,13053.1,70.22,3.816506437,1
1,0,12.515,1,4.218,0.98659,4.127,0.9848,-5.632,0.84246,1,0.25672,0,0,2.861,1,3,10.993,1.885,16,0.243673,0,0,0,0.90585,1,3,3,1,0,0,0,113.454,0,0,0,0.87038,-0.229,0,1,4,2.96,0.247,0.216,0,15259.3,75.8,2.94767874,1
1,4.364,12.756,1,3.907,0.98659,3.907,0.72615,-5.312,0.84246,1,0.25672,0,0,2.906,1,3,11.063,0,18,0.186695,0,0,0,0.8253,1,4,5,1,0,0,1,113.422,0,1,0,0.96969,-0.215,0,1,5,4.193,0.248,0.196,0,16142.3,85.75,3.598899887,1
4,11.881,47.237,3,2.622,0.98659,2.577,0.33223,-4.697,0.08169,2,0.25672,0,4.627,2.607,1,5,5.023,0.538,15,0.190295,0,0,0,0.17779,1,5,7,1,0,0,3,249.92,0,0,0,0.6885,-1.304,3,1,10,0.362,0.413,0.433,0,15061.2,160.16,3.429429264,1
3,11.84,34.148,2,2.419,0.59178,2.419,0.72615,-5.086,0.08169,1,0.25672,0,3.133,0,0,4,0,0,16,0.0640688,0,0,0,0.61729,0,4,5,0,0,0,3,175.887,0,0,0,0.84757,-0.359,2,0,8,1.589,0.318,0.338,0,12803.4,106.73,2.263636069,1
3,5.024,35.408,2,3.576,0.98659,3.935,0.72615,-5.901,0.24139,1,0.25672,0,4.762,0,1,4,0,0,17,0.093225,0,0,1,0.74248,0,1,5,0,0,0,1,156.449,0,0,0,0.96969,0.022,3,0,8,3.606,0.198,0.227,0,16680.7,94.53,2.783903579,1
3,12.78,35.413,2,3.053,0.59178,3.008,0.52457,-4.745,0.24139,1,0.25672,0,5.526,0,0,3,0,0,16,0.0857571,0,0,0,0.40108,0,3,6,0,0,0,3,192.213,0,0,0,0.96969,-0.055,3,1,9,4.077,0.292,0.3,0,16922.5,128.32,2.539703239,1
2,0,22.33,3,1.804,0.98659,3.239,0.72615,-4.715,0.84246,3,0.82734,0,6.405,0,1,3,0,0,6,0.165829,0,3.962,1,0.76693,0,3,5,0,1,1,0,143.578,0,1,0,0.96969,-0.718,3,1,4,2.071,0.296,0.303,0.074,11960.4,92.03,4.681064769,2
2,3.617,22.451,3,2.295,0.98659,3.73,0.33223,-5.781,0.84246,3,0.93773,37.539,0,0,1,4,5.388,0,12,0.190295,0,3.857,1,0.54002,0,5,7,0,1,1,1,163.835,0,1,0,0.6885,-1.165,0,1,6,0.068,0.319,0.295,-4.47,14533.1,114.15,3.067814511,1
2,0,22.243,3,0.172,0.98659,1.607,0.33223,-2.298,0.84246,3,0.82734,0,0,0,1,5,10.448,0,6,0.278014,0,3.899,1,0.57799,0,5,7,0,1,1,0,155.64,0,1,0,0.99269,-0.887,0,1,6,1.992,0.443,0.357,0,10969.4,110.49,3.246498581,1
2,3.923,22.401,2,-0.337,0.37866,0.999,0.52457,-2.956,0.63972,2,0.82734,0,3.393,4.966,3,3,0,0,6,0.0503047,0,0,1,0.53014,2,3,6,2,0,0,1,190.668,0,0,0,0.6885,-1.322,2,0,7,0.552,0.37,0.402,-0.654,9357.88,115.11,2.446381812,1
2,3.908,23.04,2,0.168,0.37866,1.534,0.52457,-3.411,0.63972,2,0.93773,0,0,4.821,3,3,0,0,12,0.0536867,0,0,1,0.53014,2,3,6,2,0,0,1,190.668,0,0,0,0.96969,-1.835,0,0,7,0.329,0.409,0.405,0,10674.3,115.11,2.405687787,1
